Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves
"Queen Pawn Game, Anti-Torre",,601,D02,2018-06-23,1998,2030,30.80%,23.10%,46.10%,1.d4 d5 2.Nf3 Bg4
"Queen Pawn Game, Barry Attack, Gruenfeld Variation",,1385,D02,2018-07-02,2305,2285,34.80%,32.50%,32.70%,1.d4 Nf6 2.Nf3 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Be2
"Queen Pawn Game, Chigorin Variation",,4859,D02,2018-07-09,2026,2075,24.90%,25.40%,49.70%,1.d4 d5 2.Nf3 Nc6
"Queen Pawn Game, Colle System",,4136,D04,2018-07-09,2104,2091,31.50%,30.10%,38.40%,1.d4 d5 2.Nf3 Nf6 3.e3
"Queen Pawn Game, Colle System, Anti-Colle",,1260,D04,2018-06-27,2037,2028,36.90%,31.70%,31.40%,1.d4 d5 2.Nf3 Nf6 3.e3 Bf5
"Queen Pawn Game, Colle System, Gruenfeld Formation",,524,A48,2018-06-24,2108,2097,47.00%,27.10%,25.90%,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d5
"Queen Pawn Game, Franco-Sicilian Defense",,497,C00,2018-07-01,2025,2087,36.60%,21.30%,42.00%,1.d4 e6 2.e4 c5
"Queen Pawn Game, General",,3202,D00,2018-07-08,2020,2023,37.50%,26.20%,36.30%,1.d4 d5
"Queen Pawn Game, Hübsch Gambit",,196,D00,2017-12-15,2212,2168,59.70%,15.80%,24.50%,1.d4 Nf6 2.Nc3 d5 3.e4 Nxe4
"Queen Pawn Game, Levitsky Attack",,4286,D00,2018-07-01,2237,2220,42.80%,29.80%,27.40%,1.d4 d5 2.Bg5
"Queen Pawn Game, Levitsky Attack, Euwe Variation, Modern Line",,331,D00,2018-05-04,2321,2343,24.80%,41.70%,33.50%,1.d4 d5 2.Bg5 h6 3.Bh4 c6 4.Nf3 Qb6
"Queen Pawn Game, London System",,11614,D02,2018-07-09,2098,2074,35.60%,31.10%,33.30%,1.d4 d5 2.Nf3 Nf6 3.Bf4
"Queen Pawn Game, Mason Attack",,433,D00,2018-06-02,1906,1902,31.20%,21.00%,47.80%,1.d4 d5 2.f4
"Queen Pawn Game, Queen Fianchetto",,1597,A40,2018-07-03,2069,2115,30.40%,22.90%,46.60%,1.d4 b6
"Queen Pawn Game, Sarratt Attack",,7142,D00,2018-07-09,2127,2107,42.90%,28.40%,28.70%,1.d4 d5 2.Bf4
"Queen Pawn Game, Steinitz Countergambit",,1035,D00,2018-07-08,2247,2263,37.70%,30.80%,31.50%,1.d4 d5 2.Bf4 c5
"Queen Pawn Game, Stonewall Attack",,1586,D00,2018-06-29,2013,1997,38.10%,22.30%,39.60%,1.d4 d5 2.e3 Nf6 3.Bd3
"Queen Pawn Game, Symmetrical Variation",,9285,D02,2018-07-08,2193,2213,26.90%,34.60%,38.40%,1.d4 d5 2.Nf3 Nf6
"Queen Pawn Game, Symmetrical Variation, Pseudo-Catalan",,5976,D02,2018-07-07,2121,2116,32.10%,33.60%,34.30%,1.d4 d5 2.Nf3 Nf6 3.g3
"Queen Pawn Game, Torre Attack",,2839,D03,2018-06-30,2113,2079,41.50%,30.90%,27.60%,1.d4 d5 2.Nf3 Nf6 3.Bg5
"Queen Pawn Game, Torre Attack, Gossip Variation",,1637,D03,2018-06-16,2207,2211,39.80%,31.90%,28.30%,1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4
"Queen Pawn Game, Torre Attack, Gruenfeld Variation",,138,D03,2017-12-17,2161,2140,33.30%,28.30%,38.40%,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6
"Queen Pawn Game, Torre Attack, Gruenfeld Variation, Main Line",,1997,D03,2018-06-29,2271,2294,26.90%,38.40%,34.70%,1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.e3 Bg7 5.Nbd2 O-O
"Queen Pawn Game, Veresov Atack, Alburt Defense",,462,D00,2018-05-06,2151,2146,35.50%,29.90%,34.60%,1.d4 d5 2.Nc3 Bf5
"Queen Pawn Game, Veresov Atack, Boyce Defense",,124,D01,2018-05-29,2039,2092,25.00%,18.60%,56.50%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Ne4
"Queen Pawn Game, Veresov Atack, Classical Defense",,361,D01,2018-06-30,2049,2070,34.90%,25.50%,39.60%,1.d4 d5 2.Nc3 Nf6 3.Bg5 e6 4.Nf3
"Queen Pawn Game, Veresov Atack, Dutch System",,1623,A80,2018-06-06,2259,2301,27.80%,30.70%,41.50%,1.d4 d5 2.Nc3 f5
"Queen Pawn Game, Veresov Atack, Richter Variation",,699,D01,2018-05-18,2177,2177,41.10%,23.90%,35.00%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.f3
"Queen Pawn Game, Veresov Atack, Veresov Variation",,427,D01,2018-06-27,2260,2235,40.50%,31.60%,27.90%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.Bxf6
"Queen Pawn Game, Veresov Attack",,2199,D00,2018-07-07,2122,2121,37.30%,25.10%,37.60%,1.d4 d5 2.Nc3
"Queen Pawn Game, Veresov Attack, Two Knights System",,883,D01,2018-05-11,2253,2226,32.60%,31.70%,35.70%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3
"Queen Pawn Game, Veresov Attack, Two Knights System, Gruenfeld Defense",,392,D01,2018-05-26,2295,2274,39.00%,33.70%,27.30%,1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6
"Queen Pawn Game, Zukertort Variation",,12277,D02,2018-07-07,2157,2138,37.50%,30.90%,31.60%,1.d4 d5 2.Nf3
"Queen Pawn Opening, General",,1232,A40,2018-06-26,2140,2107,46.90%,24.20%,28.90%,1.d4
"Queen's Gambit Accepted, Accelerated Mannheim Variation",,151,D20,2018-06-29,2063,2071,28.50%,26.50%,45.00%,1.d4 d5 2.c4 dxc4 3.Qa4+
"Queen's Gambit Accepted, Alekhine Defense",,1067,D22,2018-07-07,2342,2364,30.60%,37.70%,31.80%,1.d4 d5 2.c4 dxc4 3.Nf3 a6
"Queen's Gambit Accepted, Alekhine Defense, Borisenko-Furman Variation",,122,D21,2017-12-16,2409,2364,36.10%,33.60%,30.30%,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4
"Queen's Gambit Accepted, Alekhine Defense, Haberditz Variation",,322,D22,2018-05-22,2372,2397,7.50%,64.90%,27.60%,1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5
"Queen's Gambit Accepted, Bogoljubow Defense",,682,D24,2018-05-25,2431,2409,43.10%,28.90%,28.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4
"Queen's Gambit Accepted, Central Variation, Alekhine System",,1482,D20,2018-07-08,2333,2372,25.50%,33.30%,41.20%,1.d4 d5 2.c4 dxc4 3.e4 Nf6
"Queen's Gambit Accepted, Central Variation, Greco Variation",,204,D20,2018-07-02,2297,2286,33.80%,26.00%,40.20%,1.d4 d5 2.c4 dxc4 3.e4 b5
"Queen's Gambit Accepted, Central Variation, McDonnell Defense",,1911,D20,2018-07-06,2289,2314,24.50%,34.00%,41.50%,1.d4 d5 2.c4 dxc4 3.e4 e5
"Queen's Gambit Accepted, Central Variation, Modern Defense",,907,D20,2018-06-17,2336,2358,30.20%,27.80%,42.00%,1.d4 d5 2.c4 dxc4 3.e4 Nc6
"Queen's Gambit Accepted, Central Variation, Rubinstein Defense",,393,D20,2018-06-29,2256,2311,18.60%,37.40%,44.00%,1.d4 d5 2.c4 dxc4 3.e4 c5
"Queen's Gambit Accepted, Classical Defense",,897,D26,2018-06-30,2324,2368,18.30%,45.00%,36.70%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5
"Queen's Gambit Accepted, Classical Defense, Alekhine System",,362,D28,2018-05-08,2420,2383,41.40%,37.60%,21.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Except Main Line",,434,D28,2018-06-24,2324,2348,25.80%,36.40%,37.80%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Main Line",,781,D29,2018-07-02,2381,2380,31.60%,36.90%,31.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7
"Queen's Gambit Accepted, Classical Defense, Main Lines",,4210,D27,2018-07-09,2346,2386,16.70%,47.50%,35.80%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6
"Queen's Gambit Accepted, Classical Defense, Normal Lines",,126,D26,2018-05-06,2356,2261,61.90%,30.90%,7.10%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O
"Queen's Gambit Accepted, Classical Defense, Rubinstein Variation",,2349,D27,2018-06-29,2366,2336,33.40%,43.10%,23.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.a4
"Queen's Gambit Accepted, Classical Defense, Russian Gambit",,162,D27,2018-06-21,2475,2423,42.00%,38.30%,19.80%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Development Variation",,842,D26,2018-07-04,2257,2311,17.10%,42.20%,40.70%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Exchange Variation",,185,D26,2018-06-20,2192,2258,12.40%,40.00%,47.60%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4
"Queen's Gambit Accepted, Deferred",,264,D25,2018-06-19,2160,2203,34.10%,29.90%,36.00%,1.d4 d5 2.Nf3 Nf6 3.c4 dxc4
"Queen's Gambit Accepted, Furman Variation",,776,D27,2018-06-20,2399,2434,14.40%,66.20%,19.30%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5
"Queen's Gambit Accepted, General",,1386,D20,2018-06-07,2028,2065,40.90%,23.70%,35.40%,1.d4 d5 2.c4 dxc4
"Queen's Gambit Accepted, Gunsberg Defense",,981,D21,2018-06-24,2335,2365,24.80%,42.50%,32.70%,1.d4 d5 2.c4 dxc4 3.Nf3 c5
"Queen's Gambit Accepted, Gunsberg Defense, Prianishenmo Gambit",,315,D24,2018-06-23,2478,2421,41.60%,41.60%,16.80%,1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nf3 e6 6.e4 exd5 7.e5
"Queen's Gambit Accepted, Janowski-Larsen Variation",,2149,D25,2018-06-30,2288,2328,23.60%,39.50%,37.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4
"Queen's Gambit Accepted, Linares Variation",,169,D20,2017-10-20,2343,2366,33.70%,21.30%,45.00%,1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5
"Queen's Gambit Accepted, Mannheim Variation",,951,D23,2018-06-27,2368,2345,38.60%,36.90%,24.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+
"Queen's Gambit Accepted, Normal Variation",,369,D21,2018-07-04,2341,2286,37.90%,29.00%,33.10%,1.d4 d5 2.c4 dxc4 3.Nf3
"Queen's Gambit Accepted, Normal Variation",,816,D25,2018-06-21,2344,2295,37.10%,34.80%,28.10%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3
"Queen's Gambit Accepted, Normal Variation, Traditional System",,930,D26,2018-06-27,2220,2276,24.90%,33.40%,41.60%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6
"Queen's Gambit Accepted, Old Variation",,2835,D20,2018-07-06,2315,2265,40.90%,34.60%,24.50%,1.d4 d5 2.c4 dxc4 3.e3
"Queen's Gambit Accepted, Rosenthal Variation",,551,D21,2018-06-15,2304,2338,27.80%,34.30%,37.90%,1.d4 d5 2.c4 dxc4 3.Nf3 e6
"Queen's Gambit Accepted, Saduleto Variation",,124,D20,2018-06-20,2044,1942,69.30%,14.50%,16.10%,1.d4 d5 2.c4 dxc4 3.e4
"Queen's Gambit Accepted, Showalter Variation",,1094,D24,2018-06-22,2241,2221,36.20%,28.00%,35.80%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3
"Queen's Gambit Accepted, Smyslov Variation",,402,D25,2018-05-22,2312,2390,23.60%,37.30%,39.00%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6
"Queen's Gambit Accepted, Winawer Defense",,195,D25,2018-03-31,2268,2339,22.10%,38.50%,39.50%,1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6
"Queen's Gambit Declined, Anti-Tartakower Variation",,866,D55,2018-06-03,2396,2381,39.80%,39.30%,20.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6
"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation",,606,D55,2018-06-23,2503,2447,24.30%,68.20%,7.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4
"Queen's Gambit Declined, Barmen Variation",,3934,D37,2018-07-05,2257,2304,22.10%,36.90%,41.00%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7
"Queen's Gambit Declined, Cambridge Springs Variation",,4383,D52,2018-07-07,2191,2227,27.40%,33.30%,39.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e3 Qa5
"Queen's Gambit Declined, Capablanca - General",,706,D30,2018-06-09,2389,2413,31.20%,37.80%,31.00%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6
"Queen's Gambit Declined, Capablanca Variation",,163,D30,2018-06-20,2441,2386,47.20%,33.70%,19.00%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2
"Queen's Gambit Declined, Charousek (Petrosian) Variation",,5019,D31,2018-07-09,2282,2319,21.20%,39.00%,39.80%,1.d4 d5 2.c4 e6 3.Nc3 Be7
"Queen's Gambit Declined, Exchange Variation",,1459,D35,2018-07-06,2233,2199,43.00%,34.60%,22.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5
"Queen's Gambit Declined, Exchange Variation, Positional Variation",,3341,D35,2018-07-09,2229,2272,19.60%,39.40%,41.00%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6
"Queen's Gambit Declined, Exchange Variation, Positional Variation",,10954,D35,2018-07-06,2256,2217,52.10%,28.90%,19.00%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5
"Queen's Gambit Declined, Exchange Variation, Reshevsky Variation",,1911,D36,2018-07-04,2305,2257,45.60%,31.40%,22.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2
"Queen's Gambit Declined, Exchange Variation, Saemisch Variation",,618,D35,2018-07-01,2482,2432,44.20%,36.60%,19.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4
"Queen's Gambit Declined, General",,10544,D30,2018-07-09,2176,2205,25.50%,33.20%,41.30%,1.d4 d5 2.c4 e6
"Queen's Gambit Declined, Harrwitz Attack",,2510,D37,2018-07-01,2324,2304,48.60%,32.50%,18.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4
"Queen's Gambit Declined, Harrwitz Attack",,521,D35,2018-06-27,2065,2023,47.80%,27.30%,24.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4
"Queen's Gambit Declined, Harrwitz Attack, Fianchetto Defense",,1226,D37,2018-07-07,2220,2269,15.30%,39.10%,45.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6
"Queen's Gambit Declined, Harrwitz Attack, Main Line",,1818,D37,2018-07-08,2356,2402,13.00%,47.30%,39.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5
"Queen's Gambit Declined, Harrwitz Attack, Main Line, New Main Line",,325,D37,2018-06-20,2495,2459,43.10%,33.90%,23.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.O-O-O
"Queen's Gambit Declined, Harrwitz Attack, Main Line, Old Main Line",,406,D37,2018-06-20,2505,2458,39.70%,42.40%,18.00%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.Rd1
"Queen's Gambit Declined, Harrwitz Attack, Orthodox Defense",,1047,D37,2018-07-02,2091,2117,17.10%,25.40%,57.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c6
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense",,1272,D37,2018-07-06,2380,2402,18.30%,47.50%,34.20%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense, Blockade Line",,684,D37,2018-07-07,2534,2492,37.00%,48.10%,14.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7 7.c5
"Queen's Gambit Declined, Hastings Variation",,475,D30,2018-07-04,2506,2455,37.70%,41.50%,20.80%,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3
"Queen's Gambit Declined, Janowski Variation",,553,D31,2018-07-05,2357,2400,28.60%,39.80%,31.60%,1.d4 d5 2.c4 e6 3.Nc3 a6
"Queen's Gambit Declined, Lasker Defense",,1343,D56,2018-07-06,2334,2351,15.60%,55.30%,29.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4
"Queen's Gambit Declined, Lasker Defense, Main Line",,327,D57,2018-07-09,2354,2319,34.30%,48.60%,17.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3
"Queen's Gambit Declined, Lasker Defense, Teichmann Variation",,529,D56,2018-06-14,2398,2377,25.10%,61.30%,13.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2
"Queen's Gambit Declined, Manhattan Variation",,148,D51,2018-04-04,2176,2246,25.70%,27.00%,47.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4
"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack",,534,D53,2018-06-29,2436,2400,50.40%,29.80%,19.90%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 O-O 6.Qc2
"Queen's Gambit Declined, Modern Variation",,5326,D50,2018-07-07,2206,2165,46.80%,30.40%,22.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5
"Queen's Gambit Declined, Modern Variation, Normal Line",,2790,D55,2018-06-30,2214,2178,43.60%,34.20%,22.20%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3
"Queen's Gambit Declined, Modern, Knight Defense",,1650,D51,2018-06-21,2170,2201,25.40%,32.20%,42.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6
"Queen's Gambit Declined, Modern, Knight Defense",,1277,D51,2018-07-02,2079,2108,28.00%,27.50%,44.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7
"Queen's Gambit Declined, Modern, Knight Defense",,394,D51,2018-07-02,2275,2213,49.50%,32.20%,18.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3
"Queen's Gambit Declined, Neo-Orthodox Variation",,232,D54,2018-06-27,2496,2424,44.00%,42.20%,13.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1
"Queen's Gambit Declined, Neo-Orthodox Variation",,125,D55,2018-06-12,2119,2134,32.00%,29.60%,38.40%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6
"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line",,749,D55,2018-06-29,2240,2208,38.90%,41.00%,20.20%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4
"Queen's Gambit Declined, Normal Defense",,933,D35,2018-07-02,1871,1888,38.40%,23.40%,38.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6
"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation",,314,D67,2016-07-01,2513,2438,39.80%,53.50%,6.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4
"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation",,1263,D60,2018-07-06,2154,2111,40.50%,31.80%,27.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",,271,D68,2018-05-17,2268,2299,11.80%,52.40%,35.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",,190,D68,2017-05-01,2489,2396,49.50%,38.40%,12.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qc2
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",,215,D69,2017-12-27,2349,2311,23.70%,66.50%,9.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5 Nxe5 14.Nxe5
"Queen's Gambit Declined, Orthodox Defense, Fianchetto Variation",,225,D66,2018-04-15,2081,2125,18.20%,31.60%,50.20%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 b5
"Queen's Gambit Declined, Orthodox Defense, General",,1122,D60,2018-06-19,2128,2157,21.80%,42.20%,36.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7
"Queen's Gambit Declined, Orthodox Defense, Hennegerger Variation",,879,D63,2018-05-19,2325,2345,22.80%,41.40%,35.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6
"Queen's Gambit Declined, Orthodox Defense, Main Line",,1533,D63,2018-07-09,2168,2224,17.00%,35.40%,47.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6
"Queen's Gambit Declined, Orthodox Defense, Main Line",,776,D63,2018-06-20,2396,2341,43.20%,39.60%,17.30%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1
"Queen's Gambit Declined, Orthodox Defense, Main Line",,279,D67,2018-06-11,2330,2288,38.70%,44.80%,16.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O
"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation",,156,D63,2018-06-25,2320,2262,56.40%,22.40%,21.10%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation",,1683,D61,2018-06-30,2366,2317,49.30%,32.20%,18.50%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line",,331,D62,2018-06-29,2473,2442,30.50%,55.90%,13.60%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5
"Queen's Gambit Declined, Pseudo-Tarrasch Variation",,220,D50,2017-01-25,2334,2346,38.60%,33.60%,27.70%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5
"Queen's Gambit Declined, Queen's Knight Variation",,3049,D31,2018-07-08,2288,2232,45.90%,28.30%,25.90%,1.d4 d5 2.c4 e6 3.Nc3
"Queen's Gambit Declined, Ragozin Defense",,4039,D38,2018-07-09,2320,2355,24.50%,40.30%,35.20%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4
"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation",,1241,D38,2018-07-05,2437,2416,37.20%,37.00%,25.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+
"Queen's Gambit Declined, Ragozin Defense, Vienna Variation",,632,D39,2018-07-05,2416,2425,33.90%,36.40%,29.80%,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4
